,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month),Status
284,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,175.52,N/A,N/A,N/A,11.78,17.17,7.35,0.92,54.13,441800000.0,N/A,N/A,N/A,N/A,N/A,23820000000.0,7720000000.0,0.92,N/A,6.19,18.70,22.70,8390000000.000001,18140000000.0,18140000000.0,1.24,23.39,1100000000.0,0.92,1.55,81.92,N/A,2.19,1.92,10350000.0,N/A
285,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,199.71,N/A,N/A,N/A,4.96,23.33,3.17,0.24,12.75,383210000.0,N/A,N/A,N/A,N/A,N/A,4870000000.0,2340000000.0,0.24,N/A,0.78,58600000.0,3.10,58600000.0,0.15,10830000000.0,0.82,11.86,1210000000.0,0.24,0.36,97.37,N/A,1.36,1.36,3730000.0,N/A
286,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,120.35,N/A,N/A,N/A,7.39,10.12,7.88,0.84,24.49,1270000000.0,N/A,N/A,N/A,N/A,N/A,38250000000.0,16239999999.999998,0.84,N/A,1.77,12.20,8.90,11810000000.0,7.49,12810000000.0,2.66,6.76,4530000000.0,0.84,0.31,83.93,N/A,2.5,1.44,14120000.0,N/A
287,N/A,N/A,nly,N/A,N/A,N/A,N/A,N/A,515.91,N/A,N/A,N/A,35.04,84.40,0.51,1.21,1.12,1400000000.0,N/A,N/A,N/A,N/A,N/A,1590000000.0,453030000.0,1.21,N/A,0.49,317800000.0,453030000.0,317800000.0,0.23,73230000000.0,0.17,8.70,856010000.0,1.21,0.43,47.78,N/A,1.35,1.31,16510000.000000002,N/A
288,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,165.84,N/A,N/A,N/A,6.94,9.50,4.92,0.75,210.89,166720000.0,N/A,N/A,N/A,N/A,N/A,35310000000.0,7260000000.0,0.75,N/A,14.58,5.70,7.20,4990000000.0,29.96,17360000000.0,1.44,62.78,5170000000.0,0.75,0.48,83.66,N/A,2.61,1.63,1280000.0,N/A
289,N/A,N/A,nok,N/A,N/A,N/A,N/A,N/A,43.98,N/A,N/A,N/A,3.31,0.00,2.70,0.54,6.90,5620000000.0,N/A,N/A,N/A,N/A,N/A,6.90,8449999999.999999,0.54,N/A,0.1920,135.40,6.90,43.98,43.98,43.98,1.53,3.12,N/A,0.54,0.01,4.71,N/A,1.91,0.86,53350000.0,N/A
290,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,46.10,N/A,N/A,N/A,36.63,2.07,0.75,2.22,18.37,388260000.0,N/A,N/A,N/A,N/A,N/A,7040000000.0,2580000000.0,2.22,N/A,6.73,1480000000.0,34.90,1480000000.0,3.83,2550000000.0,2.85,14.07,1210000000.0,2.22,0.44,100.53,N/A,1.74,3.18,23170000.0,N/A
291,N/A,N/A,nrg,N/A,N/A,N/A,N/A,N/A,318.56,N/A,N/A,N/A,43.90,14.71,7.83,0.99,37.49,244220000.0,N/A,N/A,N/A,N/A,N/A,9260000000.0,2520000000.0,0.99,N/A,16.38,33.10,6.20,2.85,2.85,6160000000.0,1.55,7.92,1900000000.0,0.99,0.87,97.92,N/A,2.86,3.18,5880000.0,N/A
292,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,87.03,N/A,N/A,N/A,20.27,34.82,5.70,1.37,38.61,253980000.0,N/A,N/A,N/A,N/A,N/A,9910000000.0,5190000000.0,1.37,N/A,7.76,13.40,11.80,1360000000.0,5.35,87.03,1.29,58.83,3660000000.0,1.37,0.12,78.69,N/A,1.99,0.96,1820000.0,N/A
293,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,747.84,N/A,N/A,N/A,12.44,16.64,7.23,1.33,24.83,223380000.0,N/A,N/A,N/A,N/A,N/A,5520000000.0,3620000000.0,1.33,N/A,3.07,43.60,3.30,3650000000.0,16.35,2770000000.0,1.65,1.67,1200000000.0,1.33,0.30,103.46,N/A,4.95,9.13,14780000.0,N/A
294,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,365800000.0,365800000.0,365800000.0,365800000.0,365800000.0,365800000.0,N/A,N/A,N/A,N/A,N/A,365800000.0,365800000.0,N/A,N/A,N/A,N/A,365800000.0,N/A,N/A,N/A,N/A,N/A,N/A,42.89,365800000.0,365800000.0,N/A,365800000.0,365800000.0,365800000.0,N/A
295,N/A,N/A,ntrs,N/A,N/A,N/A,N/A,N/A,51.38,N/A,N/A,N/A,22.33,28.84,0.97,1.13,28.72,208120000.0,N/A,N/A,N/A,N/A,N/A,28.72,6090000000.0,1.13,N/A,6.05,23.40,3.90,10960000000.0,52.65,14270000000.0,51.38,51.38,2060000000.0,1.13,0.37,84.44,N/A,3.26,1.63,3820000.0,N/A
296,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,52.64,N/A,N/A,N/A,2.15,6.52,4.29,1.34,66.00,301900000.0,N/A,N/A,N/A,N/A,N/A,20010000000.0,2700000000.0,1.34,N/A,1.41,29.70,9.80,3280000000.0,10.86,5640000000.0,3.78,34.12,2890000000.0,1.34,0.69,78.57,N/A,1.87,1.27,2800000.0,N/A
297,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,61.71,N/A,N/A,N/A,6.54,9.25,7.86,1.38,45.23,51030000.0,N/A,N/A,N/A,N/A,N/A,2420000000.0,1840000000.0,1.38,N/A,2.94,27.70,19.20,378010000.0,7.41,510660000.0,1.66,16.19,334350000.0,1.38,1.73,79.33,N/A,3.54,3.16,1.5,N/A
298,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,50.09,N/A,N/A,N/A,25.89,28.44,12.31,1.45,24.06,593490000.0,N/A,N/A,N/A,N/A,N/A,14780000000.0,6770000000.0,1.45,N/A,6.12,48.60,56.80,10140000000.0,16.38,7680000000.0,3.92,24.77,5220000000.0,1.45,4.18,68.43,N/A,0.75,0.95,5970000.0,N/A
299,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,173.52,N/A,N/A,N/A,1.11,9.43,3.57,1.05,21.99,424300000.0,N/A,N/A,N/A,N/A,N/A,9320000000.0,3240000000.0,1.05,N/A,0.25,2.02,5.10,2.02,2.02,6510000000.0,1.51,8.78,1440000000.0,1.05,0.80,89.21,N/A,2.78,3.07,8320000.0,N/A
300,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,30.47,N/A,N/A,N/A,11.47,4.75,1.70,1.63,14.93,390960000.0,N/A,N/A,N/A,N/A,N/A,8790000000.0,4080000000.0,1.63,N/A,1.71,1540000000.0,9.50,1540000000.0,2.61,2580000000.0,1.25,12.94,N/A,1.63,0.59,97.18,N/A,2.23,1.81,7110000.0,N/A
301,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,028.30,N/A,N/A,N/A,4.95,6.91,2.96,1.79,39.78,156960000.0,N/A,N/A,N/A,N/A,N/A,6220000000.0,1210000000.0,1.79,N/A,1.96,3.86,3.20,3.86,3.86,5380000000.0,1.40,1.06,503120000.0,1.79,1.18,93.59,N/A,3.53,2.70,4320000.0,N/A
302,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,237.85,N/A,N/A,N/A,7.24,21.96,5.37,1.95,20.40,444400000.0,N/A,N/A,N/A,N/A,N/A,8640000000.0,3380000000.0,1.95,N/A,1.46,1.00,3.90,447130000.0,1.01,14620000000.0,1.57,13.83,1720000000.0,1.95,0.59,66.42,N/A,2.52,2.70,9030000.0,N/A
303,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,208.10,N/A,N/A,N/A,7.10,13.73,4.91,0.88,62.68,214970000.0,N/A,N/A,N/A,N/A,N/A,13560000000.0,2710000000.0,0.88,N/A,4.43,8.00,11.50,3280000000.0,15.25,6930000000.0,0.98,12.27,1430000000.0,0.88,0.83,96.53,N/A,6.03,6.03,12400000.0,N/A
304,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,823.11,N/A,N/A,N/A,26.34,38.22,9.03,0.75,12.81,3010000000.0,N/A,N/A,N/A,N/A,N/A,39400000000.0,31130000000.0,0.75,N/A,3.31,5.70,1.90,38610000000.0,13.11,70920000000.0,2.17,2.68,13970000000.0,0.75,38.91,49.83,N/A,2.66,1.71,25280000.0,N/A
305,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,927.97,N/A,N/A,N/A,14.96,20.68,12.72,0.98,150.71,72450000.0,N/A,N/A,N/A,N/A,N/A,11260000000.0,5390000000.0,0.98,N/A,22.34,34.70,20.30,1630000000.0,22.46,6580000000.0,0.98,9.68,2570000000.0,0.98,1.67,85.62,N/A,2.53,1.86,1070000.0,N/A
306,N/A,N/A,oxy,N/A,N/A,N/A,N/A,N/A,209.50,N/A,N/A,N/A,75.20,38.80,4.57,2.38,21.74,931210000.0,N/A,N/A,N/A,N/A,N/A,19760000000.0,12060000000.0,2.38,N/A,17.28,1900000000.0,29.90,1900000000.0,2.04,41610000000.0,1.02,10.84,4560000000.0,2.38,0.23,68.79,N/A,1.14,4.42,34730000.0,N/A
307,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,31.01,N/A,N/A,N/A,26.66,35.43,10.16,0.90,11.07,360630000.0,N/A,N/A,N/A,N/A,N/A,3970000000.0,2760000000.0,0.90,N/A,2.93,5.30,0.70,868400000.0,2.41,896100000.0,1.28,8.01,1310000000.0,0.90,10.74,72.65,N/A,4.18,1.88,8250000.0,N/A
308,N/A,N/A,pbct,N/A,N/A,N/A,N/A,N/A,18.11,N/A,N/A,N/A,27.03,40.12,0.89,1.25,4.41,424870000.0,N/A,N/A,N/A,N/A,N/A,1860000000.0,1810000000.0,1.25,N/A,1.15,7.00,3.90,1990000000.0,4.74,2720000000.0,18.11,18.11,N/A,1.25,0.64,75.77,N/A,2.3,3.86,16950000.0,N/A
309,N/A,N/A,pbi,N/A,N/A,N/A,N/A,N/A,575.26,N/A,N/A,N/A,0.71,4.57,1.80,2.92,19.60,173110000.0,N/A,N/A,N/A,N/A,N/A,3360000000.0,1280000000.0,2.92,N/A,0.14,820360000.0,12.90,820360000.0,4.74,2830000000.0,1.22,0.46,260550000.0,2.92,5.71,78.19,N/A,10.36,15.95,13750000.0,N/A
310,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,102.65,N/A,N/A,N/A,7.39,9.18,4.02,1.02,55.59,346150000.0,N/A,N/A,N/A,N/A,N/A,19280000000.0,3860000000.0,1.02,N/A,4.10,36.60,22.50,4410000000.0,12.74,10450000000.0,4.77,29.41,3140000000.0,1.02,2.01,64.98,N/A,2.7,1.10,4440000.0,N/A
311,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,192.92,N/A,N/A,N/A,27.81,13.38,1.70,1.30,20.72,1980000000.0,N/A,N/A,N/A,N/A,N/A,18460000000.0,4580000000.0,1.30,N/A,5.76,0.23,10.20,0.23,0.23,40640000000.0,0.74,10.49,18470000000.0,1.30,24.17,71.25,N/A,3.47,3.47,67700000.0,N/A
312,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,89.68,N/A,N/A,N/A,9.15,4.02,4.47,1.61,58.42,96500000.0,N/A,N/A,N/A,N/A,N/A,5540000000.0,1200000000.0,1.61,N/A,5.34,139480000.0,9.50,139480000.0,1.46,800610000.0,1.54,9.33,651890000.0,1.61,12.12,89.53,N/A,11.2,16.32,10550000.0,N/A
313,N/A,N/A,peg,N/A,N/A,N/A,N/A,N/A,110.17,N/A,N/A,N/A,19.74,25.62,3.22,0.50,19.20,505850000.0,N/A,N/A,N/A,N/A,N/A,9680000000.0,3610000000.0,0.50,N/A,3.77,42.70,3.00,1.91,1.91,17450000000.0,0.76,31.42,3190000000.0,0.50,0.06,72.07,N/A,1.16,0.61,4830000.0,N/A
314,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,327.85,N/A,N/A,N/A,10.27,15.51,7.84,0.58,49.38,1380000000.0,N/A,N/A,N/A,N/A,N/A,68560000000.0,37180000000.0,0.58,N/A,5.05,9.10,5.30,9700000000.0,7.02,44570000000.0,0.93,9.75,10710000000.0,0.58,0.14,72.82,N/A,2.35,0.63,8100000.0,N/A
315,N/A,N/A,pets,N/A,N/A,N/A,N/A,N/A,6.27,N/A,N/A,N/A,9.82,11.89,14.92,0.70,15.29,20270000.0,N/A,N/A,N/A,N/A,N/A,305840000.0,81250000.0,0.70,N/A,1.50,26.20,7.90,106340000.0,5.29,6.27,6.27,6.79,36740000.0,0.70,3.79,95.93,N/A,14.71,37.44,5990000.0,N/A
316,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,96.42,N/A,N/A,N/A,17.85,29.24,5.09,0.64,8.77,5560000000.0,N/A,N/A,N/A,N/A,N/A,48650000000.0,41740000000.0,0.64,N/A,1.54,71.40,4.30,10520000000.0,1.89,63150000000.0,1.40,11.74,12550000000.0,0.64,0.05,69.90,N/A,1.06,1.14,66530000.0,N/A
317,N/A,N/A,pfg,N/A,N/A,N/A,N/A,N/A,27.64,N/A,N/A,N/A,8.15,9.81,0.34,1.64,54.54,274730000.0,N/A,N/A,N/A,N/A,N/A,15020000000.0,6200000000.0,1.64,N/A,4.41,14.80,25.70,4490000000.0,16.36,4420000000.0,2.74,57.02,4139999999.9999995,1.64,0.25,72.00,N/A,1.44,0.91,3340000.0,N/A
318,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,65.17,N/A,N/A,N/A,18.92,23.57,9.13,0.38,29.19,2480000000.0,N/A,N/A,N/A,N/A,N/A,72470000000.0,36310000000.0,0.38,N/A,5.23,19.00,8.50,13390000000.0,5.4,31660000000.0,0.87,19.07,17970000000.0,0.38,0.11,66.11,N/A,2.19,0.60,13660000.0,N/A
319,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,30.86,N/A,N/A,N/A,12.13,15.76,7.07,0.46,71.77,585300000.0,N/A,N/A,N/A,N/A,N/A,41960000000.0,5530000000.0,0.46,N/A,8.63,81.90,14.90,4760000000.0,8.12,5580000000.0,0.47,30.04,6490000000.0,0.46,0.30,84.29,N/A,2.23,1.08,5490000.0,N/A
320,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,121.36,N/A,N/A,N/A,8.75,14.75,6.37,1.73,105.79,128800000.00000001,N/A,N/A,N/A,N/A,N/A,13590000000.0,3540000000.0,1.73,N/A,9.16,5.20,3.10,775860000.0,6.02,7940000000.0,1.46,50.69,2360000000.0,1.73,0.38,80.97,N/A,1.65,1.01,1190000.0,N/A
321,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,50.08,N/A,N/A,N/A,12.01,15.54,9.75,1.40,40.32,268089999.99999997,N/A,N/A,N/A,N/A,N/A,10860000000.0,2410000000.0,1.40,N/A,4.78,52.50,9.00,2089999999.9999998,7.8,3130000000.0,5.71,23.27,1760000000.0,1.40,3.36,89.86,N/A,2.33,3.10,7200000.0,N/A
322,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,62.77,N/A,N/A,N/A,12.74,18.87,5.71,1.19,29.06,111970000.0,N/A,N/A,N/A,N/A,N/A,3230000000.0,1420000000.0,1.19,N/A,3.69,201.80,36.40,258290000.00000003,2.31,2029999999.9999998,1.35,28.89,625290000.0,1.19,0.83,94.04,N/A,3.63,6.07,3510000.0,N/A
323,N/A,N/A,pld,N/A,N/A,N/A,N/A,N/A,46.50,N/A,N/A,N/A,35.91,35.57,2.06,0.81,6.30,739220000.0,N/A,N/A,N/A,N/A,N/A,4420000000.0,2610000000.0,0.81,N/A,2.23,33.10,17.00,940200000.0,1.27,16969999999.999998,2.33,43.35,2950000000.0,0.81,0.52,97.82,N/A,2.71,1.14,6990000.0,N/A
324,N/A,N/A,pll,N/A,N/A,N/A,N/A,N/A,10.76,N/A,N/A,N/A,0.00,0.00,23.56,0.40,6480000.0,13850000.0,N/A,N/A,N/A,N/A,N/A,6480000.0,6480000.0,0.40,N/A,1.00,18860000.0,6480000.0,18860000.0,1.63,2590000.0,11.10,2.30,6980000.0,0.40,0.24,0.84,N/A,0.53,3.75,0.00,N/A
325,N/A,N/A,pm,N/A,N/A,N/A,N/A,N/A,1.12,N/A,N/A,N/A,26.57,39.38,17.70,0.79,18.62,1560000000.0,N/A,N/A,N/A,N/A,N/A,28960000000.0,19290000000.0,0.79,N/A,4.93,21.70,2.60,4820000000.0,3.1,29490000000.0,1.12,7.76,9970000000.0,0.79,0.19,75.39,N/A,1.72,0.61,7180000.0,N/A
326,N/A,N/A,pnc,N/A,N/A,N/A,N/A,N/A,117.36,N/A,N/A,N/A,59.59,27.88,0.81,1.36,33.40,423700000.0,N/A,N/A,N/A,N/A,N/A,14350000000.0,17050000000.0,1.36,N/A,16.63,7.00,4.20,13160000000.0,31.05,42650000000.0,117.36,117.36,5840000000.0,1.36,0.24,82.99,N/A,2.34,1.39,5380000.0,N/A
327,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,43.31,N/A,N/A,N/A,11.87,15.46,7.03,1.16,17.82,166350000.0,N/A,N/A,N/A,N/A,N/A,2980000000.0,1050000000.0,1.16,N/A,2.10,20.00,11.90,82600000.0,0.5,887800000.0,1.18,12.32,588600000.0,1.16,0.32,90.68,N/A,2.65,1.85,1510000.0,N/A
328,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,114.32,N/A,N/A,N/A,18.03,23.24,2.68,0.25,31.23,112600000.0,N/A,N/A,N/A,N/A,N/A,3520000000.0,1490000000.0,0.25,N/A,5.61,10.90,5.40,181930000.0,1.62,6820000000.0,1.17,51.88,893980000.0,0.25,0.24,85.97,N/A,2.58,2.71,2180000.0,N/A
329,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,117.02,N/A,N/A,N/A,7.85,11.84,5.60,1.11,58.09,236200000.0,N/A,N/A,N/A,N/A,N/A,13750000000.0,6530000000.0,1.11,N/A,4.54,20.40,3.70,2100000000.0,8.89,6350000000.0,1.52,22.48,1970000000.0,1.11,0.43,79.79,N/A,3.84,1.62,3540000.0,N/A
330,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,177.09,N/A,N/A,N/A,20.22,40.51,4.18,0.75,9.99,768830000.0,N/A,N/A,N/A,N/A,N/A,7630000000.0,4360000000.0,0.75,N/A,2.01,40.80,2.50,0.97,0.97,24240000000.0,0.50,17.80,2790000000.0,0.75,0.12,70.66,N/A,2.16,1.38,12930000.0,N/A
331,N/A,N/A,prgo,N/A,N/A,N/A,N/A,N/A,63.54,N/A,N/A,N/A,0.13,10.37,2.89,1.18,37.41,136490000.0,N/A,N/A,N/A,N/A,N/A,5100000000.0,1770000000.0,1.18,N/A,0.05,852700000.0,1.90,852700000.0,6.25,3700000000.0,2.54,42.64,615300000.0,1.18,0.75,85.61,N/A,4.39,3.75,3620000.0,N/A
332,N/A,N/A,pru,N/A,N/A,N/A,N/A,N/A,54.52,N/A,N/A,N/A,0.11,0.16,0.01,1.70,151.62,395030000.0,N/A,N/A,N/A,N/A,N/A,60170000000.0,18400000000.0,1.70,N/A,0.24,4.90,2.40,36150000000.0,91.28,36470000000.0,0.66,167.46,16870000000.000002,1.70,0.20,57.52,N/A,2.78,1.37,5260000.0,N/A
333,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,29.57,N/A,N/A,N/A,47.18,50.42,8.16,0.08,16.91,174820000.0,N/A,N/A,N/A,N/A,N/A,2950000000.0,2120000000.0,0.08,N/A,6.49,18.40,0.50,293960000.0,1.68,2500000000.0,0.73,27.47,2029999999.9999998,0.08,13.29,82.26,N/A,2.69,1.98,2540000.0,N/A
334,N/A,N/A,psx,N/A,N/A,N/A,N/A,N/A,65.12,N/A,N/A,N/A,3.51,0.07,0.06,1.66,174.23,436800000.0,N/A,N/A,N/A,N/A,N/A,76840000000.0,11760000000.0,1.66,N/A,6.14,1460000000.0,41.50,1460000000.0,3.35,14530000000.0,1.22,45.15,3170000000.0,1.66,0.34,68.59,N/A,2.57,2.21,8189999.999999999,N/A
335,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,35.73,N/A,N/A,N/A,3.45,5.23,4.34,1.24,79.92,138860000.0,N/A,N/A,N/A,N/A,N/A,11400000000.0,1600000000.0,1.24,N/A,2.70,19.70,9.90,216940000.0,1.56,1480000000.0,1.69,29.90,1470000000.0,1.24,1.13,93.59,N/A,1.69,1.75,2450000.0,N/A
336,N/A,N/A,pxd,N/A,N/A,N/A,N/A,N/A,30.03,N/A,N/A,N/A,2.27,7.93,2.05,1.93,46.44,164420000.0,N/A,N/A,N/A,N/A,N/A,7650000000.0,4030000000.0000005,1.93,N/A,1.04,1390000000.0,23.00,1390000000.0,8.47,3500000000.0,1.43,70.89,2370000000.0,1.93,0.81,93.00,N/A,2.99,3.58,5760000.0,N/A
337,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,269.23,N/A,N/A,N/A,22.09,26.46,11.35,1.37,20.73,1130000000.0,N/A,N/A,N/A,N/A,N/A,23530000000.0,14280000000.0,1.37,N/A,4.52,485.00,73.40,11210000000.0,9.91,16360000000.0,2.13,5.37,5810000000.0,1.37,0.14,77.64,N/A,1.85,1.51,15630000.0,N/A
338,N/A,N/A,qdel,N/A,N/A,N/A,N/A,N/A,13.72,N/A,N/A,N/A,36.91,48.41,28.72,0.45,23.90,42070000.0,N/A,N/A,N/A,N/A,N/A,23.90,320810000.0,0.45,N/A,8.54,335.40,276.40,77550000.0,1.84,116500000.0,2.70,20.20,238360000.0,0.45,11.79,87.22,N/A,2.6,8.52,2510000.0,N/A
339,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,58.90,N/A,N/A,N/A,2.77,10.66,1.04,5.26,3.52,242940000.0,N/A,N/A,N/A,N/A,N/A,846100000.0,874100000.0,5.26,N/A,0.0870,9500000.0,42.20,9500000.0,0.04,1650000000.0,0.96,11.55,778900000.0,5.26,8.99,60.06,N/A,0.44,1.84,2370000.0,N/A
340,N/A,N/A,r,N/A,N/A,N/A,N/A,N/A,357.42,N/A,N/A,N/A,2.37,3.81,1.44,1.97,162.05,53890000.0,N/A,N/A,N/A,N/A,N/A,8480000000.0,1590000000.0,1.97,N/A,3.86,684250000.0,3.30,684250000.0,12.7,7690000000.0,0.81,39.91,2250000000.0,1.97,0.70,90.28,N/A,3.44,3.06,1950000.0,N/A
341,N/A,N/A,rf,N/A,N/A,N/A,N/A,N/A,16.92,N/A,N/A,N/A,18.61,24.21,0.63,1.60,4.85,960440000.0,N/A,N/A,N/A,N/A,N/A,4660000000.0,5520000000.0,1.60,N/A,0.79,29.60,10.30,5850000000.0,6.09,6720000000.0,16.92,16.92,2820000000.0,1.60,0.42,75.07,N/A,2.34,2.53,24820000.0,N/A
342,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,25.12,N/A,N/A,N/A,6.08,8.31,11.38,1.64,47.19,113980000.0,N/A,N/A,N/A,N/A,N/A,5340000000.0,2530000000.0,1.64,N/A,2.85,35.40,23.30,5.23,5.23,25.12,1.76,10.62,645260000.0,1.64,2.97,96.28,N/A,5.44,7.16,7440000.0,N/A
343,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,141.81,N/A,N/A,N/A,1.74,3.55,1.39,1.47,63.81,48220000.0,N/A,N/A,N/A,N/A,N/A,4710000000.0,3810000000.0,1.47,N/A,1.11,2450000000.0,30.00,2450000000.0,33.46,3610000000.0,2.52,34.80,537800000.0,1.47,2.30,102.85,N/A,1.96,8.59,4860000.0,N/A
344,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,175.51,N/A,N/A,N/A,16.17,17.05,10.09,1.37,54.66,116170000.0,N/A,N/A,N/A,N/A,N/A,6330000000.0,2600000000.0,1.37,N/A,8.77,143.20,9.30,705200000.0,6.07,2360000000.0,1.48,8.85,1120000000.0,1.37,0.18,80.06,N/A,3.15,2.06,2340000.0,N/A
345,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,95.50,N/A,N/A,N/A,28.89,27.00,4.41,1.03,51.87,104870000.0,N/A,N/A,N/A,N/A,N/A,5420000000.0,3430000000.0,1.03,N/A,14.83,15.50,0.90,302100000.0,2.88,9700000000.0,0.73,96.89,1420000000.0,1.03,1.55,95.42,N/A,3.29,1.75,1560000.0,N/A
346,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,191.26,N/A,N/A,N/A,2.39,2.95,2.13,0.95,35.99,356460000.0,N/A,N/A,N/A,N/A,N/A,12700000000.0,5320000000.0,0.95,N/A,0.86,64.60,2.50,4420000000.0,12.39,5770000000.0,1.65,8.47,2540000000.0,0.95,2.03,87.29,N/A,1.48,1.00,3300000.0,N/A
347,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,187.65,N/A,N/A,N/A,134.09,132.69,20.69,2.73,7.62,256329999.99999997,N/A,N/A,N/A,N/A,N/A,1850000000.0,891800000.0,2.73,N/A,10.22,3120000000.0,22.60,3120000000.0,3120000000.0,3120000000.0,0.33,7.05,311390000.0,2.73,2.40,95.85,N/A,6.96,23.77,36060000.0,N/A
348,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,109.17,N/A,N/A,N/A,10.05,17.81,4.98,0.65,31.81,318720000.0,N/A,N/A,N/A,N/A,N/A,10160000000.0,4080000000.0,0.65,N/A,3.19,12.80,2.80,406400000.0,1.27,9140000000.0,0.81,26.28,2470000000.0,0.65,0.15,93.57,N/A,1.56,1.14,2410000.0,N/A
349,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,1.06,N/A,N/A,N/A,3.95,6.80,4.11,0.82,20.05,1170000000.0,N/A,N/A,N/A,N/A,N/A,23520000000.0,5140000000.0,0.82,N/A,0.79,51.10,8.10,4630000000.0,3.95,25400000000.0,1.06,6.65,1600000000.0,0.82,0.17,69.50,N/A,1.93,0.95,10540000.0,N/A
350,N/A,N/A,schl,N/A,N/A,N/A,N/A,N/A,24.48,N/A,N/A,N/A,4.77,3.51,1.36,0.99,37.23,32650000.0,N/A,N/A,N/A,N/A,N/A,1280000000.0,736100000.0,0.99,N/A,1.78,50.60,32.00,356600000.0,10.4,290800000.0,1.83,34.59,7900000.0,0.99,18.67,81.60,N/A,3.45,1.73,0.6,N/A
351,N/A,N/A,schw,N/A,N/A,N/A,N/A,N/A,29.58,N/A,N/A,N/A,29.80,39.50,0.86,1.17,7.86,1800000000.0,N/A,N/A,N/A,N/A,N/A,10120000000.0,10470000000.0,1.17,N/A,2.16,26.60,9.70,57560000000.0,30.67,9270000000.0,0.28,20.22,2100000000.0,1.17,7.11,70.38,N/A,1.63,0.93,20370000.0,N/A
352,N/A,N/A,sd,N/A,N/A,N/A,N/A,N/A,9.38,N/A,N/A,N/A,0.00,11.19,1.80,3.49,4.06,35930000.0,N/A,N/A,N/A,N/A,N/A,144510000.0,156510000.0,3.49,N/A,14.7760,11190000.0,52.60,11190000.0,0.31,9.38,0.37,3.59,53150000.0,3.49,1.27,55.12,N/A,0.74,1.33,0.00,N/A
